Type	Label	vec_num-0	vec_num-1	vec_num-2	vec_num-3	vec_num-4	vec_num-5	vec_num-6	vec_num-7	vec_num-8	vec_num-9	vec_num-10	vec_num-11	vec_num-12
Eigenvectors	HMP_204_Bv4v5--204_10_GG_26Jan12_H	-0.22803848293787352	0.087903454015982971	0.00026066830162916092	-1.6234850268145247e-09	3.0398637901289573e-05	0.0003432269959905985	-0.00011253661849635794	-0.0015740289810259496	-0.0074470752850830726	-0.0084154308466504926	-0.028150262949720027	-0.066535404665830564	-0.0074460014824275075
Eigenvectors	HMP_204_Bv4v5--204_12_M_09Mar11_P	0.11339448572559817	0.033593646278072271	0.00042137741147516	-1.6234850268619972e-09	-5.8969624425869411e-07	-0.00061448047238489556	0.00040649905940075726	-0.0015341719695988068	-0.00098493827887255882	0.0073743151940347191	-0.0048719047091612877	0.063021472480709842	0.12723232058850928
Eigenvectors	HMP_204_Bv4v5--204_10_M_26Jan12_H	-0.32080327633683497	-0.12425353622218896	-3.8382259015522659e-05	-1.6234850268257338e-09	-2.5955638437573369e-07	-3.5908338593353261e-05	7.1103756213390627e-05	-7.664904017507387e-05	-0.0032808662461134321	-0.0085720616949217249	0.054845178703733143	0.1067826957757684	-0.1184001100134649
Eigenvectors	HMP_204_Bv4v5--204_2_M_22Feb10	0.48976109129403872	0.010603812451802547	-7.2717456366791852e-05	-1.6234850268220454e-09	1.5659321157982685e-05	-6.9450387109514536e-05	-3.7541769174461095e-05	-0.00087748693317051321	-0.0018487503841468954	0.013095524206072384	0.033185830914047469	-0.065790150680988285	-0.19750215582366931
Eigenvectors	HMP_204_Bv4v5--204_12_GG_09Mar11_P	0.3119027428319322	0.023418245398845221	0.00025254040547403233	-1.6234850268771588e-09	-0.00016547202918163373	0.00031076009811975601	0.00087755577414171321	0.0017482202133162286	0.0021864101056126039	-0.012067558093553216	-0.019443352367409333	0.027810808727948069	-0.058983051561971304
Eigenvectors	HMP_204_Bv4v5--204_7_GG_09Feb10_P	0.27052978546722406	0.02865028685292649	5.0217084009759541e-05	-1.6234850267894584e-09	0.00016459024317106816	-0.00021338385859302102	-0.0011582989012127217	0.0011338803810336407	0.0008262110382415823	-0.012840177283645332	-0.025234128643434495	0.044575406349479735	-0.021368514096040982
Eigenvectors	HMP_204_Bv4v5--204_9_M_06Oct11	-0.31340089396509119	-0.0030241423384439452	0.00027050531704943991	-1.6234850268505592e-09	-2.8654549200421835e-05	0.00027769328349896131	-0.00035513416523504055	-0.0012674921530737441	0.0079398616648062442	0.011579415004953943	-0.016746157138980949	0.018279191887303398	-0.093462175573649761
Eigenvectors	HMP_204_Bv4v5--204_M_28Dec09	0.067196124600583385	-0.2994865585374003	2.1965949915963862e-06	-1.6234850268270637e-09	7.9880973198607978e-07	8.7700656315264891e-07	-1.0573075455403392e-05	3.2484343637612062e-05	3.0908108004656409e-05	-6.919051155865078e-05	-0.023906992607806689	-0.074756816585475352	0.092130269621525068
Eigenvectors	HMP_204_Bv4v5--204_6_M_06Oct10_H	-0.3194937205304077	0.040392424139922799	-0.00031032063121997022	-1.6234850268034659e-09	2.9557710238179109e-05	-0.00033178418387505749	0.00030904464343873238	0.0022039386660182301	-0.0021118336891404817	0.011787837544855326	-0.05069752061168542	-0.0053594131561877133	-0.083892621364715231
Eigenvectors	HMP_204_Bv4v5--204_9_GG_06Oct11	-0.14751499210824429	0.069711823101549039	-0.00018314313149466805	-1.6234850270332914e-09	-0.00039893870135362182	-0.00031789871911331441	-0.00029432662366181054	-3.6443144704580156e-05	0.0022835817748384358	-0.0092447307751246204	0.028072021025958419	-0.07320316539640627	0.051145941337722503
Eigenvectors	HMP_204_Bv4v5--204_6_II_06Oct10_H	-0.1321482758994651	0.062946395885417103	-5.2439023238191242e-05	-1.6234850266239814e-09	0.00039088541610741019	-3.6010435333064033e-05	0.00047214142942640983	0.00042024432919513731	0.0039846198934062787	-0.0070568348502603141	0.039438576429407332	-0.070125767914008277	0.062715688196582589
Eigenvectors	HMP_204_Bv4v5--204_7_M_09Feb10_P	0.16575649372164106	0.031161653373871754	-0.000651903713118962	-1.6234850267821304e-09	9.5478187518013324e-06	0.00025337593195411871	0.00019042806225285611	-0.0021932551388371387	0.00084268140479987913	-0.0015966207555044452	-0.021969687397814103	0.067659990674205167	0.079121435275900501
Eigenvectors	HMP_204_Bv4v5--204_5_M_07Jun10_H	0.042858918136899696	0.038382495599643213	5.1401099800799438e-05	-1.6234850268414391e-09	-4.7523424585089904e-05	0.00043298307890694463	-0.00035836157158712151	0.0020207594274043389	-0.0024208101063387874	0.016025512861296436	0.035478399352867063	0.027641152503482553	0.16870897489569903
Eigenvalues	eigenvalues	0.85145783231105121	0.12837532930865719	9.5195495231996692e-07	-3.4264147220315055e-17	-3.7162915943693948e-07	-1.1848334265514411e-06	-2.9921037961974505e-06	-2.5485775292148417e-05	-0.00017123858388853032	-0.0013483400865464373	-0.013447311290715027	-0.048459630235537121	-0.13873802906755284
Eigenvalues	var explained (%)	109.49261187188768	16.508333792369921	0.00012241596724876195	-4.4061735418326972e-15	-4.7789386356410582e-05	-0.00015236280833088049	-0.00038476745084161344	-0.0032773250728615482	-0.022020303403996508	-0.17338883050359175	-1.7292473919446301	-6.2316315423786044	-17.840917767275638
